% 1. Title: Premiership Data 2013 Season With 3 Bokies And Match Rating

% 2. Source: http://www.football-data.co.uk/data.php



@relation Premiership2013
@attribute 'HomeTeam' { Arsenal, AstonVilla, Birmingham, Blackburn, Blackpool, Bolton, Bradford, Burnley, Charlton, Chelsea, Coventry, CrystalPalace, Derby, Everton, Fulham, Hull, Ipswich, Leeds, Leicester, Liverpool, ManCity, ManUnited, Middlesbrough, Newcastle, Norwich, NottinghamForest, Portsmouth, QPR, Reading, Southampton, Stoke, Sunderland, Swansea, Tottenham, WestBrom, WestHam, Wigan, Wolves }
@attribute 'AwayTeam' { Arsenal, AstonVilla, Birmingham, Blackburn, Blackpool, Bolton, Bradford, Burnley, Charlton, Chelsea, Coventry, CrystalPalace, Derby, Everton, Fulham, Hull, Ipswich, Leeds, Leicester, Liverpool, ManCity, ManUnited, Middlesbrough, Newcastle, Norwich, NottinghamForest, Portsmouth, QPR, Reading, Southampton, Stoke, Sunderland, Swansea, Tottenham, WestBrom, WestHam, Wigan, Wolves }
@attribute 'FullTimeHomeTeamGoals' numeric
@attribute 'FullTimeAwayTeamGoals' numeric
@attribute 'HalfTimeHomeTeamGoals' numeric
@attribute 'HalfTimeAwayTeamGoals' numeric
@attribute 'HomeTeamShots' numeric
@attribute 'AwayTeamShots' numeric
@attribute 'HomeTeamShotsOnTarget' numeric
@attribute 'AwayTeamShotsOnTarget' numeric
@attribute 'HomeTeamFoulsCommitted' numeric
@attribute 'AwayTeamFoulsCommitted' numeric
@attribute 'HomeTeamCorners' numeric
@attribute 'AwayTeamCorners' numeric
@attribute 'HomeTeamYellowCards' numeric
@attribute 'AwayTeamYellowCards' numeric
@attribute 'HomeTeamRedCards' numeric
@attribute 'AwayTeamRedCards' numeric
@attribute 'Bet365HomeWinOdds' numeric
@attribute 'Bet365DrawOdds' numeric
@attribute 'Bet365AwayWinOdds' numeric
@attribute 'LadbrooksHomeWinOdds' numeric
@attribute 'LadbrooksDrawOdds' numeric
@attribute 'LadbrooksAwayWinOdds' numeric
@attribute 'WilliamHillHomeWinOdds' numeric
@attribute 'WilliamHillDrawOdds' numeric
@attribute 'WilliamHillAwayWinOdds' numeric
@attribute 'MatchRating' numeric
@attribute 'HomeWinFairOdds' numeric
@attribute 'DrawFairOdds' numeric
@attribute 'AwayWinFairOdds' numeric
@attribute 'LeagueScoreDelta' numeric
@attribute 'class' { D,H,A }
@data
Wolves,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.4,3.2,2.25,3.25,3.25,2.25,3.2,3,2.38,4,1.9,3.59,5.25,-5,A
Blackburn,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.3,3.25,2.2,3.3,3.3,2.3,3.2,3.2,5,1.84,3.67,5.54,3,H
Bolton,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6,3.75,1.62,5.5,3.5,1.67,6,3.4,1.67,-3,2.39,3.32,3.61,-8,A
Blackpool,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8,5,1.36,8,5,1.36,9,4.5,1.36,-10,3.24,3.4,2.54,-20,A
Wigan,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.2,3.25,2.3,3.1,3.3,2.3,3.1,3.2,2.3,2,2.02,3.47,4.71,-3,A
Liverpool,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.53,3.8,7,1.57,3.6,6.5,1.57,3.8,6,-4,2.49,3.32,3.42,3,H
Arsenal,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.4,4.5,8.5,1.44,4.33,7,1.5,4,7,11,1.57,4.41,7.51,19,H
ManUnited,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.33,5,9.5,1.33,5,9,1.33,5,8.5,11,1.57,4.41,7.51,23,H
Sunderland,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.5,3.6,1.67,5.5,3.5,1.67,5.5,3.6,1.67,-3,2.39,3.32,3.61,-4,A
WestBrom,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.6,5,1.73,3.5,5,1.75,3.75,4.5,-4,2.49,3.32,3.42,3,D
Birmingham,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.5,3.5,1.83,4,3.4,1.91,4.33,3.5,1.85,-15,4.33,3.69,2.02,-22,D
Blackburn,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.25,3.4,2.2,3.1,3.3,2.3,3.1,3.3,2.3,-4,2.49,3.32,3.42,-7,A
Blackpool,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.38,3.3,3,2.38,3.25,3,2.38,3.4,2.88,0,2.15,3.39,4.23,7,A
Bolton,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.5,4.5,1.8,3.5,4.5,1.83,3.6,4.2,-1,2.23,3.36,4.01,9,H
Fulham,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2,3.4,3.75,2.1,3.25,3.6,3,1.96,3.53,4.97,-4,H
Liverpool,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.62,3.75,6,1.57,3.75,6,1.6,3.75,6,1,2.08,3.43,4.46,2,H
AstonVilla,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.4,4.2,1.91,3.4,4,2,3.2,4,-5,2.59,3.31,3.25,-1,D
Everton,Blackpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.5,7,1.5,4.2,6.5,1.5,4,6.5,3,1.96,3.53,4.97,-1,H
ManCity,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.4,4.5,8.5,1.4,4.5,8,1.44,4,8,12,1.53,4.61,7.86,20,H
Newcastle,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,4,1.67,5,3.75,1.67,5.5,3.5,1.67,-7,2.81,3.33,2.94,-19,D
Stoke,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.2,3.75,2.2,3.3,3.3,2.2,3.1,3.5,-4,2.49,3.32,3.42,-7,H
Tottenham,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.57,4,6,1.53,3.75,6.5,1.62,3.6,6,10,1.61,4.24,7.17,8,H
Wigan,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.25,2.9,2.5,3.3,2.8,2.62,3,2.9,-5,2.59,3.31,3.25,-8,H
Wolves,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8.5,4.5,1.4,8,4.5,1.4,8,4,1.44,-15,4.33,3.69,2.02,-33,H
Chelsea,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.62,4,5.5,1.62,3.75,5.5,1.62,3.6,6,5,1.84,3.67,5.54,9,A
WestHam,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.5,3.75,2.1,3.3,3.5,2.1,3.2,3.6,3,1.96,3.53,4.97,0,A
Arsenal,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.22,6,15,1.22,6,13,1.25,6,10,15,1.43,5.44,8.81,26,H
Birmingham,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.2,2.9,2.38,3.25,3,2.5,3.2,2.88,-6,2.69,3.32,3.09,-6,H
Blackburn,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.4,3.5,2.1,3.4,3.4,2.05,3.4,3.5,-8,2.94,3.35,2.8,0,D
Blackpool,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.25,3.4,2.2,3.1,3.5,2.2,3.1,3.5,2.2,-5,2.59,3.31,3.25,-1,D
Liverpool,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.36,4.75,9,1.33,4.6,10,1.36,4.5,9,9,1.65,4.09,6.83,12,D
ManUnited,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.6,5,1.8,3.5,4.5,1.73,3.75,4.5,4,1.9,3.59,5.25,5,H
Sunderland,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.75,3.25,2.6,2.8,3.3,2.5,2.8,3.3,2.5,0,2.15,3.39,4.23,-7,A
WestBrom,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.6,4,2,3.4,3.75,1.95,3.5,3.75,-3,2.39,3.32,3.61,2,D
Bolton,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.75,3.25,2.6,2.62,3.3,2.62,2.7,3.2,2.6,-7,2.81,3.33,2.94,3,H
Fulham,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,3.6,1.73,4.5,3.5,1.8,4.5,3.5,1.8,-1,2.23,3.36,4.01,-14,D
Birmingham,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.6,3.2,2.8,2.38,3.25,3,2.5,3.1,2.9,-6,2.69,3.32,3.09,-2,A
WestBrom,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.85,3.4,4.5,1.91,3.25,4.33,1.91,3.2,4.5,-2,2.31,3.34,3.8,3,D
Blackpool,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4,3.6,1.91,4.5,3.75,1.73,4,3.75,1.85,-9,3.08,3.37,2.67,-18,H
Arsenal,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.3,5.25,10,1.25,5.5,12,1.3,5,11,12,1.53,4.61,7.86,20,H
AstonVilla,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.6,5,1.8,3.5,4.5,1.8,3.5,4.5,0,2.15,3.39,4.23,-2,H
Everton,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.6,5,1.73,3.5,5,1.8,3.25,5,2,2.02,3.47,4.71,-7,H
Newcastle,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.25,3.75,2.1,3.3,3.5,2.15,3.1,3.6,5,1.84,3.67,5.54,-1,D
Wigan,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.5,4,1.53,7,4,1.5,6,3.6,1.6,-11,3.41,3.44,2.42,-30,A
Wolves,Blackpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.6,4.33,1.8,3.6,4.33,1.91,3.3,4.2,-2,2.31,3.34,3.8,-7,H
ManCity,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.5,4,7.5,1.44,4.2,7.5,1.57,3.6,6.5,0,2.15,3.39,4.23,18,D
WestHam,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.4,3.3,2.2,3.5,3.3,2.1,3.4,3.1,2.25,-14,4.06,3.62,2.11,-14,H
Stoke,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.4,4.2,1.8,3.3,3.75,2,3.2,4,1,2.08,3.43,4.46,5,D
Chelsea,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.2,3.6,2.2,3.3,3.3,2.2,3.25,3.3,-6,2.69,3.32,3.09,-15,H
Arsenal,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.33,7.5,1.4,4.5,8,1.5,4.2,6.5,15,1.43,5.44,8.81,19,D
Birmingham,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.38,3.2,3.1,2.2,3.3,3.3,2.4,3.1,3.1,0,2.15,3.39,4.23,1,A
Bolton,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.4,3.2,2.3,3.25,3.1,2.25,3.3,3.2,-7,2.81,3.33,2.94,4,H
Fulham,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.6,5,1.73,3.5,5,1.67,3.6,5.5,7,1.74,3.85,6.16,0,H
ManCity,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.36,4.75,9,1.36,4.5,9,1.4,4.5,8,9,1.65,4.09,6.83,23,H
Newcastle,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.6,3.2,2.8,2.6,3.2,2.75,2.6,3.2,2.75,0,2.15,3.39,4.23,3,A
WestHam,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.3,3.25,2.2,3.3,3.3,2.25,3.2,3.3,5,1.84,3.67,5.54,-6,H
Liverpool,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.8,3.2,2.6,2.88,3.2,2.5,2.88,3.2,2.5,-1,2.23,3.36,4.01,-21,H
Wolves,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,3.3,2.38,3.1,3.3,2.3,2.9,3.25,2.45,-2,2.31,3.34,3.8,-19,D
Blackpool,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10,5.5,1.3,9,5,1.33,9,5.5,1.3,-15,4.33,3.69,2.02,-16,A
Everton,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.53,4,6.5,1.57,3.75,6,1.57,3.6,6.5,9,1.65,4.09,6.83,6,D
AstonVilla,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.5,4.5,1.8,3.5,4.5,1.91,3.5,4,-1,2.23,3.36,4.01,4,A
Blackburn,Blackpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.8,3.6,4.5,1.8,3.5,4.5,1.83,3.8,4,4,1.9,3.59,5.25,0,D
Everton,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.25,4,1.91,3.4,4,2.05,3.25,3.8,1,2.08,3.43,4.46,2,H
ManUnited,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.36,4.75,9,1.33,5,9,1.4,4.6,7.5,4,1.9,3.59,5.25,20,H
Stoke,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.25,3.4,2.2,3.3,3.3,2.25,3.2,3.3,-6,2.69,3.32,3.09,-2,H
Tottenham,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.57,4,6,1.57,3.75,6,1.57,4,5.5,-5,2.59,3.31,3.25,17,D
WestBrom,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,3.6,1.73,4.5,3.75,1.73,4.2,3.75,1.8,-8,2.94,3.35,2.8,-25,D
Wigan,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2.1,3.3,3.5,2.1,3.25,3.6,-3,2.39,3.32,3.61,-4,H
Chelsea,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.62,3.75,6,1.67,3.5,5.5,1.62,3.6,6,6,1.79,3.75,5.84,-2,H
Sunderland,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.63,3.2,2.75,2.62,3.3,2.62,2.62,3.1,2.8,-9,3.08,3.37,2.67,-4,A
Arsenal,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.25,6,11,1.25,5.5,12,1.25,5.5,12,10,1.61,4.24,7.17,25,D
Birmingham,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.25,2.88,2.5,3.3,2.8,2.6,3.25,2.7,-5,2.59,3.31,3.25,-9,H
Everton,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.6,4.33,1.91,3.4,4,1.83,3.6,4.2,5,1.84,3.67,5.54,7,D
Newcastle,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.95,3.4,4,1.91,3.4,4,1.95,3.5,3.8,-7,2.81,3.33,2.94,4,H
Stoke,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.5,3.6,1.67,5.5,3.5,1.67,5.5,3.3,1.73,-6,2.69,3.32,3.09,-17,D
WestBrom,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,3.3,2.38,3.1,3.25,2.3,3,3.2,2.4,-6,2.69,3.32,3.09,-12,H
WestHam,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.5,3.6,1.8,4.5,3.5,1.8,4.2,3.6,1.83,4,1.9,3.59,5.25,-31,A
Wigan,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,3.25,2.4,3,3.25,2.38,2.9,3.3,2.38,-4,2.49,3.32,3.42,-19,D
Fulham,Blackpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.53,4.2,6,1.57,4,5.5,1.57,3.75,6,7,1.74,3.85,6.16,2,H
ManCity,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.5,4,7,1.5,4,7,1.53,4,6,9,1.65,4.09,6.83,15,H
Blackburn,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.3,4,2,3.4,3.75,2.05,3.1,4,-2,2.31,3.34,3.8,0,D
Bolton,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.25,3.4,2,3.4,3.75,2.25,3.2,3.2,-2,2.31,3.34,3.8,8,H
Chelsea,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.2,6,17,1.2,6.5,13,1.25,5,15,7,1.74,3.85,6.16,24,H
ManUnited,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.33,7.5,1.44,4.33,7,1.5,3.75,7.5,2,2.02,3.47,4.71,28,H
Sunderland,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.2,3.5,2.1,3.3,3.5,2.3,3.2,3.2,-14,4.06,3.62,2.11,2,A
Tottenham,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.6,5,1.8,3.5,4.5,1.8,3.25,5,1,2.08,3.43,4.46,12,H
Wolves,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.6,3.25,2.8,2.5,3.3,2.8,2.62,3,2.9,-2,2.31,3.34,3.8,-9,A
AstonVilla,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.6,4.33,1.83,3.5,4.33,1.83,3.6,4.2,1,2.08,3.43,4.46,-5,H
Blackpool,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8.5,5,1.36,6.5,4.5,1.44,7,5,1.4,-10,3.24,3.4,2.54,-26,A
Liverpool,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.6,3.2,2.8,2.4,3.3,2.9,2.5,3.2,2.88,-4,2.49,3.32,3.42,-11,H
Birmingham,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.2,3.4,2.2,3.2,3.4,2.3,3.1,3.3,7,1.74,3.85,6.16,-3,H
Blackpool,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.3,3.5,3,2.3,3.5,2.88,2.3,3.3,3.1,-4,2.49,3.32,3.42,2,A
Everton,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.67,3.75,5.5,1.67,3.75,5,1.73,3.3,5.5,11,1.57,4.41,7.51,9,H
WestBrom,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.5,3.6,1.7,5,3.5,1.73,5.5,3.3,1.73,-2,2.31,3.34,3.8,-19,A
WestHam,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.3,3.25,2.3,3.3,3.1,2.38,3.2,3,-2,2.31,3.34,3.8,-5,A
Arsenal,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.6,5,1.73,3.5,5,1.8,3.1,5.5,1,2.08,3.43,4.46,14,D
Newcastle,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.5,3.6,1.67,5,3.75,1.67,5,3.6,1.7,-7,2.81,3.33,2.94,-30,D
Chelsea,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.2,6.5,15,1.22,6,12,1.22,6,13,8,1.7,3.96,6.49,23,H
Tottenham,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.88,3.4,2.4,2.62,3.4,2.6,2.8,3.3,2.5,-3,2.39,3.32,3.61,-10,D
AstonVilla,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.8,3.6,4.5,1.8,3.5,4.5,1.91,3.5,4,4,1.9,3.59,5.25,2,D
Blackpool,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.88,3.5,2.38,2.75,3.5,2.4,2.8,3.3,2.5,-10,3.24,3.4,2.54,-7,D
Chelsea,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.2,6.5,15,1.22,6,13,1.25,5.5,12,10,1.61,4.24,7.17,32,H
Liverpool,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.33,7.5,1.5,4,7,1.5,3.75,8,4,1.9,3.59,5.25,11,H
ManUnited,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.33,7.5,1.44,4.2,7.5,1.5,3.75,8,-5,2.59,3.31,3.25,23,H
Sunderland,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.25,3.75,2.1,3.3,3.5,2.15,3.2,3.5,-9,3.08,3.37,2.67,4,H
Tottenham,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.57,4,6,1.57,4,5.5,1.62,3.6,6,-3,2.39,3.32,3.61,15,D
Wolves,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.25,2.88,2.38,3.3,2.9,2.5,3.2,2.9,-2,2.31,3.34,3.8,-6,D
Bolton,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.5,3.8,1.75,4.5,3.75,1.73,4.5,3.5,1.8,2,2.02,3.47,4.71,-21,H
Blackburn,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.6,3.3,2.1,3.75,3.4,2,3.5,3.2,2.15,-6,2.69,3.32,3.09,-21,A
Stoke,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.8,3.4,5,1.83,3.5,4.33,1.83,3.5,4.33,1,2.08,3.43,4.46,6,H
Fulham,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.8,3.5,4.75,1.83,3.5,4.33,1.83,3.5,4.33,-2,2.31,3.34,3.8,-7,H
Blackburn,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.5,4,2,3.5,3.6,2.05,3.4,3.6,-4,2.49,3.32,3.42,-11,H
Blackpool,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.63,3.4,2.63,2.7,3.4,2.5,2.62,3.6,2.5,-12,3.6,3.49,2.31,-8,D
Chelsea,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.33,7.5,1.53,4,6,1.5,4.2,6.5,9,1.65,4.09,6.83,12,H
Sunderland,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.6,3.2,2.8,2.6,3.2,2.75,2.6,3,2.9,-12,3.6,3.49,2.31,-1,A
WestBrom,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.38,3.3,3,2.3,3.3,3.1,2.25,3.4,3.1,2,2.02,3.47,4.71,-1,H
Wigan,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.8,3.25,2.6,2.8,3.3,2.5,2.75,3.2,2.6,-6,2.69,3.32,3.09,-13,D
Arsenal,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.25,2.88,2.62,3.3,2.62,2.45,3.25,2.9,-3,2.39,3.32,3.61,-9,H
Birmingham,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2.2,3.3,3.3,2.15,3.25,3.5,3,1.96,3.53,4.97,5,D
Liverpool,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.33,7.5,1.4,4.5,7.5,1.5,4.2,6.5,14,1.46,5.12,8.51,11,H
ManCity,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.4,4.5,9,1.44,4.33,7,1.4,4.75,7.5,8,1.7,3.96,6.49,27,H
AstonVilla,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.8,3.6,4.5,1.83,3.5,4.33,1.75,3.75,4.5,0,2.15,3.39,4.23,6,D
Bolton,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.5,4.5,1.8,3.5,4.5,1.83,3.4,4.5,9,1.65,4.09,6.83,5,A
Everton,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.7,3.2,2.7,2.8,3.3,2.5,2.8,3,2.7,2,2.02,3.47,4.71,-14,H
Newcastle,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.4,4.2,1.91,3.4,4,2,3.2,4,-1,2.23,3.36,4.01,2,H
Tottenham,Blackpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.3,5.5,10,1.33,5,9,1.33,5,9,7,1.74,3.85,6.16,20,D
WestHam,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.95,3.6,3.8,1.91,3.4,4,2.05,3.4,3.6,-8,2.94,3.35,2.8,-6,D
ManUnited,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.38,3.25,3.1,2.38,3.25,3,2.4,3,3.25,-4,2.49,3.32,3.42,3,H
Stoke,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.5,3.75,1.67,5,3.75,1.67,5,3.5,1.73,4,1.9,3.59,5.25,-24,H
Wolves,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.4,3.5,2.2,3.3,3.3,2.2,3.2,3.4,-9,3.08,3.37,2.67,-9,H
Fulham,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.88,3.25,2.5,2.8,3.3,2.5,2.8,3.2,2.5,-6,2.69,3.32,3.09,-10,A
ManCity,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.4,4.2,1.91,3.4,4,1.95,3.3,4,1,2.08,3.43,4.46,6,H
Blackburn,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,3.6,1.73,5,3.75,1.67,5,3.4,1.75,-7,2.81,3.33,2.94,-37,D
Blackpool,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.4,3.25,2.2,3.5,3.1,2.2,3.5,3.1,-5,2.59,3.31,3.25,-10,H
