% 1. Title: Premiership Data 2013 Season With 3 Bokies And Match Rating

% 2. Source: http://www.football-data.co.uk/data.php



@relation Premiership2013
@attribute 'HomeTeam' { Arsenal, AstonVilla, Birmingham, Blackburn, Blackpool, Bolton, Bradford, Burnley, Charlton, Chelsea, Coventry, CrystalPalace, Derby, Everton, Fulham, Hull, Ipswich, Leeds, Leicester, Liverpool, ManCity, ManUnited, Middlesbrough, Newcastle, Norwich, NottinghamForest, Portsmouth, QPR, Reading, Southampton, Stoke, Sunderland, Swansea, Tottenham, WestBrom, WestHam, Wigan, Wolves }
@attribute 'AwayTeam' { Arsenal, AstonVilla, Birmingham, Blackburn, Blackpool, Bolton, Bradford, Burnley, Charlton, Chelsea, Coventry, CrystalPalace, Derby, Everton, Fulham, Hull, Ipswich, Leeds, Leicester, Liverpool, ManCity, ManUnited, Middlesbrough, Newcastle, Norwich, NottinghamForest, Portsmouth, QPR, Reading, Southampton, Stoke, Sunderland, Swansea, Tottenham, WestBrom, WestHam, Wigan, Wolves }
@attribute 'FullTimeHomeTeamGoals' numeric
@attribute 'FullTimeAwayTeamGoals' numeric
@attribute 'HalfTimeHomeTeamGoals' numeric
@attribute 'HalfTimeAwayTeamGoals' numeric
@attribute 'HomeTeamShots' numeric
@attribute 'AwayTeamShots' numeric
@attribute 'HomeTeamShotsOnTarget' numeric
@attribute 'AwayTeamShotsOnTarget' numeric
@attribute 'HomeTeamFoulsCommitted' numeric
@attribute 'AwayTeamFoulsCommitted' numeric
@attribute 'HomeTeamCorners' numeric
@attribute 'AwayTeamCorners' numeric
@attribute 'HomeTeamYellowCards' numeric
@attribute 'AwayTeamYellowCards' numeric
@attribute 'HomeTeamRedCards' numeric
@attribute 'AwayTeamRedCards' numeric
@attribute 'Bet365HomeWinOdds' numeric
@attribute 'Bet365DrawOdds' numeric
@attribute 'Bet365AwayWinOdds' numeric
@attribute 'LadbrooksHomeWinOdds' numeric
@attribute 'LadbrooksDrawOdds' numeric
@attribute 'LadbrooksAwayWinOdds' numeric
@attribute 'WilliamHillHomeWinOdds' numeric
@attribute 'WilliamHillDrawOdds' numeric
@attribute 'WilliamHillAwayWinOdds' numeric
@attribute 'MatchRating' numeric
@attribute 'HomeWinFairOdds' numeric
@attribute 'DrawFairOdds' numeric
@attribute 'AwayWinFairOdds' numeric
@attribute 'LeagueScoreDelta' numeric
@attribute 'class' { D,H,A }
@data
Birmingham,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.5,3.8,1.57,7,4,1.5,6.5,3.6,1.44,-2,2.31,3.34,3.8,-13,D
Burnley,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.38,3.3,3,2.25,3.3,3.2,2.15,3.25,2.87,-1,2.23,3.36,4.01,3,D
Fulham,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.8,3.4,2.5,2.8,3.3,2.5,2.75,3.2,2.25,-6,2.69,3.32,3.09,-7,D
Liverpool,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.29,5.5,11,1.29,5,12,1.25,4.5,10,4,1.9,3.59,5.25,8,H
ManCity,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.33,7.5,1.44,4,8,1.4,4,6.5,2,2.02,3.47,4.71,8,H
Sunderland,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.38,3.3,3,2.4,3.4,2.88,2.2,3.25,2.75,2,2.02,3.47,4.71,3,D
WestHam,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2.2,3.3,3.3,2,3.2,3.2,-4,2.49,3.32,3.42,1,H
Wigan,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.3,3.25,3.2,2.3,3.3,3.1,2.15,3.25,2.87,-3,2.39,3.32,3.61,-1,D
Arsenal,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.5,5,1.73,3.5,5,1.57,3.5,5,-5,2.59,3.31,3.25,0,H
Hull,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8,4.2,1.4,8,4.5,1.4,7.5,4.2,1.33,-14,4.06,3.62,2.11,-20,A
Blackburn,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2.1,3.2,3,2.1,3.3,2.87,2,2.02,3.47,4.71,-2,D
Chelsea,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.36,4.5,10,1.33,4,8,1.25,4.8,8.5,-4,2.49,3.32,3.42,15,H
Everton,Burnley,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.57,3.8,6.5,1.53,3.5,5.5,1.53,3.5,5.5,3,1.96,3.53,4.97,-1,H
Stoke,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.4,3.25,3,2.3,3.25,2.62,2.2,3.25,2.75,-8,2.94,3.35,2.8,-8,A
Tottenham,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.2,8,1.44,3.75,6,1.36,4,7,7,1.74,3.85,6.16,16,H
Wolves,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.5,3.6,1.8,3.75,3.5,1.73,4.2,3.5,1.67,-3,2.39,3.32,3.61,-13,A
AstonVilla,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.8,3.25,2.6,2.62,3.3,2.6,2.7,3.2,2.62,2,2.02,3.47,4.71,5,A
Bolton,Hull,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.8,3.6,4.75,1.83,3.5,4.2,1.8,3.3,3.75,6,1.79,3.75,5.84,0,D
ManUnited,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.2,6.5,15,1.2,6.5,13,1.22,5.5,15,17,1.37,6.3,9.32,21,H
Portsmouth,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.5,4,1.53,6,4,1.53,6,3.75,1.44,-8,2.94,3.35,2.8,-24,A
Stoke,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.63,3.25,2.75,2.62,3.3,2.62,2.7,3.1,2.7,-9,3.08,3.37,2.67,-6,H
Arsenal,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.4,4.5,8.5,1.36,4.5,9,1.4,4.5,8,12,1.53,4.61,7.86,19,D
Birmingham,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.5,3.6,1.62,6,3.75,1.57,6,3.8,1.57,-6,2.69,3.32,3.09,-11,D
ManCity,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.33,8,1.4,4.5,8,1.4,4.5,8,7,1.74,3.85,6.16,14,H
Chelsea,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.22,6,15,1.22,6,13,1.22,6,12,5,1.84,3.67,5.54,22,H
Everton,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.88,3.25,2.5,2.8,3.3,2.5,2.8,3.3,2.5,-4,2.49,3.32,3.42,-15,H
ManUnited,Burnley,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.17,7,17,1.17,7,15,1.17,7,17,12,1.53,4.61,7.86,24,H
Stoke,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.5,3.2,2.2,3.5,3.25,2.1,3.9,3.25,2,-6,2.69,3.32,3.09,-9,D
Tottenham,Hull,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.25,6,11,1.25,5.5,12,1.22,6,12,14,1.46,5.12,8.51,19,D
Wolves,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.3,3.25,3.2,2.3,3.2,3.2,2.3,3.25,3.1,2,2.02,3.47,4.71,0,A
AstonVilla,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.53,3.8,7,1.57,3.75,6,1.53,3.75,7,10,1.61,4.24,7.17,17,D
Blackburn,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.4,3.25,3,2.3,3.2,3.2,2.37,3.25,3,-8,2.94,3.35,2.8,-6,H
Bolton,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.5,4,1.53,6,3.6,1.62,6,4,1.53,-9,3.08,3.37,2.67,-24,A
Arsenal,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.22,5.5,17,1.2,5,11,1.2,6,17,12,1.53,4.61,7.86,27,H
Liverpool,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.4,3.25,3,2.1,3.2,3,2.4,3.3,2.9,-5,2.59,3.31,3.25,-4,H
ManUnited,Hull,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.14,6.5,15,1.17,7,15,1.14,6,12,18,1.34,6.88,9.51,28,H
Bolton,Burnley,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.8,3.6,4.5,1.8,3.2,4,1.73,3.25,4.2,5,1.84,3.67,5.54,-2,H
Portsmouth,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.25,2.88,2.25,3.2,2.75,2.37,3.1,2.62,1,2.08,3.43,4.46,-5,D
Tottenham,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.57,3.75,6.5,1.44,3.75,6,1.5,3.4,6,6,1.79,3.75,5.84,11,H
Wolves,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.5,3.6,1.67,4.33,3.4,1.67,4.2,3.4,1.7,-11,3.41,3.44,2.42,-18,D
AstonVilla,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.2,3.25,2.3,2.75,3.2,2.25,3,3.2,2.1,-13,3.82,3.55,2.21,-12,D
Blackburn,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.95,3.4,4,1.91,3.2,3.5,1.91,3.2,3.5,1,2.08,3.43,4.46,2,H
Chelsea,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.22,6,15,1.25,4.5,10,1.22,4.8,10,4,1.9,3.59,5.25,15,H
Everton,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.67,3.6,5.5,1.62,3.5,4.5,1.57,3.5,5,12,1.53,4.61,7.86,3,H
Birmingham,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.1,3.25,2.38,3,3.25,2.38,3.1,3.25,2.3,-5,2.59,3.31,3.25,-8,D
Burnley,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13,5,1.29,10,5.5,1.29,8,4.5,1.28,-18,5.44,4,1.78,-31,A
Fulham,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.7,3.2,2.7,2.62,3.3,2.62,2.6,3.2,2.7,-2,2.31,3.34,3.8,-10,A
Hull,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.25,3.25,2.25,3.25,3.25,2.25,3.2,3.25,-1,2.23,3.36,4.01,-1,D
Liverpool,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.33,7.5,1.44,4.33,7,1.44,4.2,7.5,4,1.9,3.59,5.25,17,H
WestHam,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2.1,3.4,3.4,2.1,3.25,3.6,0,2.15,3.39,4.23,-7,D
Wigan,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,3.3,2.38,2.9,3.3,2.38,3,3.25,2.37,-11,3.41,3.44,2.42,-7,A
Arsenal,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.6,3.25,2.8,2.6,3.2,2.75,2.6,3.25,2.7,-1,2.23,3.36,4.01,-1,A
ManCity,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.29,5,13,1.3,5,11,1.3,5,10,8,1.7,3.96,6.49,23,H
Sunderland,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.4,3.8,2,3.4,3.75,2,3.3,3.75,-7,2.81,3.33,2.94,-2,D
Hull,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13,5,1.29,8,4.5,1.29,8.5,4.8,1.25,-19,5.94,4.14,1.71,-34,D
Fulham,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.67,3.5,6,1.67,3.4,4.33,1.61,3.4,5,-2,2.31,3.34,3.8,12,H
Bolton,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.3,3.25,2.2,3.3,3.3,2.25,3.25,3.25,2,2.02,3.47,4.71,-9,D
Burnley,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.6,3.25,2.8,2.5,3.3,2.8,2.6,3.2,2.75,-9,3.08,3.37,2.67,-1,H
Hull,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.5,3.4,1.73,5,3.5,1.73,5,3.5,1.73,-15,4.33,3.69,2.02,-20,H
Liverpool,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.5,4.33,1.8,3.5,4.5,1.83,3.4,4.5,0,2.15,3.39,4.23,9,H
ManUnited,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.13,8.5,23,1.12,8,21,1.12,7.5,23,22,1.24,11.66,9.78,38,H
Stoke,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.3,3.1,3.4,2.25,3.2,3.25,2.25,3.2,3.3,-3,2.39,3.32,3.61,-2,H
Sunderland,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.4,3.8,2,3.4,3.75,2,3.3,3.8,-2,2.31,3.34,3.8,2,D
Tottenham,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2,3.4,3.75,2.05,3.3,3.6,3,1.96,3.53,4.97,2,D
Birmingham,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.8,3.4,5,1.73,3.5,5,1.8,3.3,4.8,3,1.96,3.53,4.97,13,H
Chelsea,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.8,3.6,4.5,1.8,3.5,4.5,1.8,3.3,4.8,5,1.84,3.67,5.54,6,H
Fulham,Burnley,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.5,5.25,1.73,3.5,5,1.73,3.4,5.25,0,2.15,3.39,4.23,8,H
ManCity,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.2,8,1.44,4,8,1.44,4.2,7.5,12,1.53,4.61,7.86,19,H
Portsmouth,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.4,3.25,3,2.4,3.3,2.88,2.3,3.2,3.2,-6,2.69,3.32,3.09,-10,D
Wigan,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.3,3.4,2.2,3.3,3.3,2.15,3.2,3.5,-6,2.69,3.32,3.09,-6,D
Arsenal,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2,3.4,3.75,2,3.3,3.75,-6,2.69,3.32,3.09,5,H
AstonVilla,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.2,3.5,1.91,4,3.4,1.91,4,3.5,1.91,-21,7.29,4.48,1.57,-15,D
Blackburn,Hull,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.5,4.5,1.83,3.4,4.5,1.83,3.4,4.5,0,2.15,3.39,4.23,4,H
Everton,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,3.6,1.73,5,3.5,1.73,5,3.5,1.73,-6,2.69,3.32,3.09,-26,H
WestHam,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.3,3.25,2.25,3.3,3.2,2.25,3.3,3.2,0,2.15,3.39,4.23,-16,H
Wolves,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.2,3.4,1.91,4.33,3.5,1.83,4.33,3.5,1.83,-10,3.24,3.4,2.54,-22,H
Stoke,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.1,3.2,2.38,3.1,3.25,2.3,3.1,3.3,2.3,-4,2.49,3.32,3.42,-14,D
Wigan,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.3,3.25,3.2,2.2,3.3,3.3,2.3,3.2,3.2,2,2.02,3.47,4.71,2,D
Arsenal,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.22,6,15,1.2,6,15,1.2,5.5,12,8,1.7,3.96,6.49,26,H
Everton,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.5,3.6,1.8,5,3.5,1.73,4.6,3.25,1.73,-9,3.08,3.37,2.67,-22,H
Portsmouth,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.38,3.25,3.1,2.3,3.3,3.1,2.3,3.25,2.8,-15,4.33,3.69,2.02,-15,A
WestHam,Hull,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.75,3.6,4.75,1.73,3.5,5,1.75,3.3,4.4,3,1.96,3.53,4.97,0,H
Wolves,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12,5,1.3,9,4.5,1.36,10,4.5,1.28,-15,4.33,3.69,2.02,-34,A
AstonVilla,Burnley,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.36,4.5,10,1.36,4.5,9,1.35,4.33,8,10,1.61,4.24,7.17,19,H
Blackburn,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.95,3.25,4.33,1.91,3.4,4,1.95,3.25,3.6,3,1.96,3.53,4.97,8,H
Fulham,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.25,3.75,2.1,3.3,3.5,2.05,3.2,3.3,1,2.08,3.43,4.46,-3,H
ManCity,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.4,3.3,3,2.5,3.3,2.8,2.4,3.2,2.7,0,2.15,3.39,4.23,1,D
Wigan,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.75,3.5,2,3.75,3.4,2,3.4,3.25,2,1,2.08,3.43,4.46,-18,A
ManUnited,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.2,6.5,15,1.17,5.5,12,1.2,6,15,8,1.7,3.96,6.49,30,H
Birmingham,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.3,4.33,1.91,3.4,4,1.91,3.3,4.2,0,2.15,3.39,4.23,12,H
Bolton,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.3,4,1.91,3.4,4,1.95,3.3,4,-2,2.31,3.34,3.8,-1,H
Burnley,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.4,3.8,2.1,3.4,3.4,2.05,3.4,3.5,-1,2.23,3.36,4.01,7,A
Chelsea,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.33,7.5,1.44,4.2,7.5,1.44,4.2,7.5,6,1.79,3.75,5.84,15,A
Stoke,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,3.6,1.73,5,3.5,1.73,5.5,3.4,1.7,3,1.96,3.53,4.97,-21,A
Liverpool,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.36,4.75,9,1.36,4.5,9.5,1.36,4.5,9,0,2.15,3.39,4.23,11,H
Sunderland,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.2,3.5,2.1,3.3,3.5,2.2,3.3,3.3,-10,3.24,3.4,2.54,-11,D
Tottenham,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.4,4,1.91,3.4,4,1.91,3.4,4,-5,2.59,3.31,3.25,8,H
Arsenal,Burnley,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.14,7.5,21,1.12,8,21,1.12,8,21,9,1.65,4.09,6.83,35,H
WestHam,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.8,3.5,4.5,1.8,3.5,4.5,1.73,3.5,5,7,1.74,3.85,6.16,1,A
Wolves,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10,5,1.33,10,5,1.3,10,4.6,1.33,-15,4.33,3.69,2.02,-36,A
Everton,Hull,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.36,4.5,10,1.4,4.5,8,1.36,4.5,9,11,1.57,4.41,7.51,14,H
Wigan,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.5,3.8,1.57,6,3.6,1.62,6,3.6,1.62,-8,2.94,3.35,2.8,-23,H
Portsmouth,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.38,3.25,3.1,2.25,3.2,2.75,2.15,3.2,2.9,-4,2.49,3.32,3.42,-21,A
Sunderland,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.25,3.75,2.1,3.2,3,2,3.2,3.2,-1,2.23,3.36,4.01,-2,H
Burnley,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.3,2.88,2.38,3.2,2.6,2.4,3.1,2.6,-11,3.41,3.44,2.42,-11,D
Birmingham,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,3.25,2.4,2.8,3.3,2.5,3,3.2,2.38,-6,2.69,3.32,3.09,2,D
Bolton,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2.1,3.3,3.5,2.1,3.25,3.6,-4,2.49,3.32,3.42,1,H
Burnley,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.3,3.3,2.25,3.25,3.2,2.25,3.2,3.3,-4,2.49,3.32,3.42,0,A
Chelsea,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.22,6,15,1.2,6,15,1.22,5.5,15,2,2.02,3.47,4.71,34,H
Hull,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7.5,4.5,1.4,8,4.5,1.4,9,4.6,1.36,-10,3.24,3.4,2.54,-37,A
Stoke,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.3,3.25,2.25,3.2,3.2,2.3,3.2,3.2,2.3,-3,2.39,3.32,3.61,-10,D
Tottenham,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.33,7.5,1.44,4.2,7.5,1.44,4,8,4,1.9,3.59,5.25,15,H
ManUnited,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.22,6,15,1.2,6,15,1.22,5.5,15,6,1.79,3.75,5.84,25,H
Sunderland,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.6,3.4,2.1,3.5,3.3,2.1,3.4,3.25,2.15,-3,2.39,3.32,3.61,-19,D
Liverpool,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.25,5.5,13,1.22,6,13,1.22,5.75,13,9,1.65,4.09,6.83,29,H
Wigan,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.6,3.3,2.1,3.3,3.25,2.2,3.4,3.25,2.15,-12,3.6,3.49,2.31,-18,A
Arsenal,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.25,5.75,13,1.22,5.5,15,1.22,5.5,15,9,1.65,4.09,6.83,37,H
AstonVilla,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.4,4.33,9,1.4,4.5,8,1.4,4.2,9,9,1.65,4.09,6.83,22,D
Everton,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.53,3.8,7,1.57,3.6,6.5,1.53,3.8,6.5,6,1.79,3.75,5.84,10,H
Portsmouth,Hull,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.2,3.5,2.1,3.4,3.4,2.1,3.3,3.5,-1,2.23,3.36,4.01,-5,H
Stoke,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.6,3.3,2.1,3.5,3.3,2.1,3.5,3.3,2.1,-6,2.69,3.32,3.09,-16,A
Sunderland,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.2,3.5,2.1,3.3,3.5,2.1,3.3,3.5,2,2.02,3.47,4.71,-13,H
Wigan,Burnley,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.6,5,1.8,3.5,4.5,1.73,3.5,5,2,2.02,3.47,4.71,4,H
Blackburn,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7.5,4.33,1.44,7.5,4.2,1.44,7.5,4.2,1.44,-6,2.69,3.32,3.09,-30,D
Fulham,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.1,3.25,2.38,3.1,3.3,2.25,3.1,3.3,2.3,-1,2.23,3.36,4.01,-12,A
ManUnited,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.67,3.75,5.5,1.67,3.75,5,1.67,3.5,5.5,7,1.74,3.85,6.16,15,H
WestHam,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.8,3.6,4.5,1.8,3.3,3.75,1.7,3.3,4.33,-2,2.31,3.34,3.8,-1,A
AstonVilla,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.53,3.8,7,1.53,3.5,5.5,1.5,3.4,6,0,2.15,3.39,4.23,16,D
Blackburn,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.25,4,2,3.2,3.2,1.91,3.2,3.5,1,2.08,3.43,4.46,-9,H
ManCity,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.5,4.33,1.8,3.3,3.75,1.8,3.3,3.75,-3,2.39,3.32,3.61,8,A
Portsmouth,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12,5,1.3,8,4.5,1.29,9.5,5,1.22,-7,2.81,3.33,2.94,-43,A
Birmingham,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7,4.2,1.5,5.5,3.5,1.53,6.5,3.8,1.53,-12,3.6,3.49,2.31,-23,D
Bolton,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8.5,4.5,1.4,8,4,1.33,8,4.5,1.4,-9,3.08,3.37,2.67,-37,A
Chelsea,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.4,4.75,8,1.36,3.75,8,1.36,4.6,8.5,3,1.96,3.53,4.97,17,H
Hull,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.4,3.25,3,2.4,3.25,2.5,2.5,3.2,2.88,-9,3.08,3.37,2.67,-14,H
