% 1. Title: Premiership Data 2013 Season With 3 Bokies And Match Rating

% 2. Source: http://www.football-data.co.uk/data.php



@relation Premiership2013
@attribute 'HomeTeam' { Arsenal, AstonVilla, Birmingham, Blackburn, Blackpool, Bolton, Bradford, Burnley, Charlton, Chelsea, Coventry, CrystalPalace, Derby, Everton, Fulham, Hull, Ipswich, Leeds, Leicester, Liverpool, ManCity, ManUnited, Middlesbrough, Newcastle, Norwich, NottinghamForest, Portsmouth, QPR, Reading, Southampton, Stoke, Sunderland, Swansea, Tottenham, WestBrom, WestHam, Wigan, Wolves }
@attribute 'AwayTeam' { Arsenal, AstonVilla, Birmingham, Blackburn, Blackpool, Bolton, Bradford, Burnley, Charlton, Chelsea, Coventry, CrystalPalace, Derby, Everton, Fulham, Hull, Ipswich, Leeds, Leicester, Liverpool, ManCity, ManUnited, Middlesbrough, Newcastle, Norwich, NottinghamForest, Portsmouth, QPR, Reading, Southampton, Stoke, Sunderland, Swansea, Tottenham, WestBrom, WestHam, Wigan, Wolves }
@attribute 'FullTimeHomeTeamGoals' numeric
@attribute 'FullTimeAwayTeamGoals' numeric
@attribute 'HalfTimeHomeTeamGoals' numeric
@attribute 'HalfTimeAwayTeamGoals' numeric
@attribute 'HomeTeamShots' numeric
@attribute 'AwayTeamShots' numeric
@attribute 'HomeTeamShotsOnTarget' numeric
@attribute 'AwayTeamShotsOnTarget' numeric
@attribute 'HomeTeamFoulsCommitted' numeric
@attribute 'AwayTeamFoulsCommitted' numeric
@attribute 'HomeTeamCorners' numeric
@attribute 'AwayTeamCorners' numeric
@attribute 'HomeTeamYellowCards' numeric
@attribute 'AwayTeamYellowCards' numeric
@attribute 'HomeTeamRedCards' numeric
@attribute 'AwayTeamRedCards' numeric
@attribute 'Bet365HomeWinOdds' numeric
@attribute 'Bet365DrawOdds' numeric
@attribute 'Bet365AwayWinOdds' numeric
@attribute 'LadbrooksHomeWinOdds' numeric
@attribute 'LadbrooksDrawOdds' numeric
@attribute 'LadbrooksAwayWinOdds' numeric
@attribute 'WilliamHillHomeWinOdds' numeric
@attribute 'WilliamHillDrawOdds' numeric
@attribute 'WilliamHillAwayWinOdds' numeric
@attribute 'MatchRating' numeric
@attribute 'class' { D,H,A }
@data
Tottenham,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.88,3.3,2.5,3,3.25,2.38,2.8,3.3,2.5,-8,D
Arsenal,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.2,6.5,15,1.2,6,15,1.22,6,13,7,H
AstonVilla,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.5,3.4,2.1,3.75,3.4,2,3.4,3.3,2.15,-12,H
Blackpool,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.25,2.88,2.6,3.4,2.6,2.5,3.2,2.8,0,A
Everton,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.5,4,7.5,1.53,3.75,6.5,1.53,3.8,6.5,4,D
Fulham,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.2,3.5,2.25,3.25,3.25,2.25,3.1,3.4,0,H
ManUnited,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.2,6.5,15,1.2,6,15,1.22,5.5,15,8,H
Newcastle,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.5,3.4,2.1,3.2,3.3,2.25,3.4,3.4,2.1,1,D
Wolves,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.4,3.2,2.25,3.25,3.25,2.25,3.2,3,2.38,4,A
Blackburn,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.3,3.25,2.2,3.3,3.3,2.3,3.2,3.2,5,H
Bolton,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6,3.75,1.62,5.5,3.5,1.67,6,3.4,1.67,-3,A
Blackpool,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8,5,1.36,8,5,1.36,9,4.5,1.36,-10,A
Wigan,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.2,3.25,2.3,3.1,3.3,2.3,3.1,3.2,2.3,2,A
Liverpool,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.53,3.8,7,1.57,3.6,6.5,1.57,3.8,6,-4,H
Arsenal,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.4,4.5,8.5,1.44,4.33,7,1.5,4,7,11,H
ManUnited,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.33,5,9.5,1.33,5,9,1.33,5,8.5,11,H
Sunderland,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.5,3.6,1.67,5.5,3.5,1.67,5.5,3.6,1.67,-3,A
WestBrom,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.6,5,1.73,3.5,5,1.75,3.75,4.5,-4,D
Birmingham,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.5,3.5,1.83,4,3.4,1.91,4.33,3.5,1.85,-15,D
Blackburn,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.25,3.4,2.2,3.1,3.3,2.3,3.1,3.3,2.3,-4,A
Blackpool,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.38,3.3,3,2.38,3.25,3,2.38,3.4,2.88,0,A
Bolton,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.5,4.5,1.8,3.5,4.5,1.83,3.6,4.2,-1,H
Fulham,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2,3.4,3.75,2.1,3.25,3.6,3,H
Liverpool,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.62,3.75,6,1.57,3.75,6,1.6,3.75,6,1,H
AstonVilla,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.4,4.2,1.91,3.4,4,2,3.2,4,-5,D
Everton,Blackpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.5,7,1.5,4.2,6.5,1.5,4,6.5,3,H
ManCity,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.4,4.5,8.5,1.4,4.5,8,1.44,4,8,12,H
Newcastle,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,4,1.67,5,3.75,1.67,5.5,3.5,1.67,-7,D
Stoke,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.2,3.75,2.2,3.3,3.3,2.2,3.1,3.5,-4,H
Tottenham,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.57,4,6,1.53,3.75,6.5,1.62,3.6,6,10,H
Wigan,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.25,2.9,2.5,3.3,2.8,2.62,3,2.9,-5,H
Wolves,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8.5,4.5,1.4,8,4.5,1.4,8,4,1.44,-15,H
Chelsea,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.62,4,5.5,1.62,3.75,5.5,1.62,3.6,6,5,A
WestHam,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.5,3.75,2.1,3.3,3.5,2.1,3.2,3.6,3,A
Arsenal,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.22,6,15,1.22,6,13,1.25,6,10,15,H
Birmingham,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.2,2.9,2.38,3.25,3,2.5,3.2,2.88,-6,H
Blackburn,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.4,3.5,2.1,3.4,3.4,2.05,3.4,3.5,-8,D
Blackpool,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.25,3.4,2.2,3.1,3.5,2.2,3.1,3.5,2.2,-5,D
Liverpool,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.36,4.75,9,1.33,4.6,10,1.36,4.5,9,9,D
ManUnited,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.6,5,1.8,3.5,4.5,1.73,3.75,4.5,4,H
Sunderland,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.75,3.25,2.6,2.8,3.3,2.5,2.8,3.3,2.5,0,A
WestBrom,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.6,4,2,3.4,3.75,1.95,3.5,3.75,-3,D
Bolton,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.75,3.25,2.6,2.62,3.3,2.62,2.7,3.2,2.6,-7,H
Fulham,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,3.6,1.73,4.5,3.5,1.8,4.5,3.5,1.8,-1,D
Birmingham,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.6,3.2,2.8,2.38,3.25,3,2.5,3.1,2.9,-6,A
WestBrom,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.85,3.4,4.5,1.91,3.25,4.33,1.91,3.2,4.5,-2,D
Blackpool,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4,3.6,1.91,4.5,3.75,1.73,4,3.75,1.85,-9,H
Arsenal,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.3,5.25,10,1.25,5.5,12,1.3,5,11,12,H
AstonVilla,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.6,5,1.8,3.5,4.5,1.8,3.5,4.5,0,H
Everton,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.6,5,1.73,3.5,5,1.8,3.25,5,2,H
Newcastle,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.25,3.75,2.1,3.3,3.5,2.15,3.1,3.6,5,D
Wigan,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.5,4,1.53,7,4,1.5,6,3.6,1.6,-11,A
Wolves,Blackpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.6,4.33,1.8,3.6,4.33,1.91,3.3,4.2,-2,H
ManCity,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.5,4,7.5,1.44,4.2,7.5,1.57,3.6,6.5,0,D
WestHam,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.4,3.3,2.2,3.5,3.3,2.1,3.4,3.1,2.25,-14,H
Stoke,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.4,4.2,1.8,3.3,3.75,2,3.2,4,1,D
Chelsea,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.2,3.6,2.2,3.3,3.3,2.2,3.25,3.3,-6,H
Arsenal,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.33,7.5,1.4,4.5,8,1.5,4.2,6.5,15,D
Birmingham,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.38,3.2,3.1,2.2,3.3,3.3,2.4,3.1,3.1,0,A
Bolton,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.4,3.2,2.3,3.25,3.1,2.25,3.3,3.2,-7,H
Fulham,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.6,5,1.73,3.5,5,1.67,3.6,5.5,7,H
ManCity,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.36,4.75,9,1.36,4.5,9,1.4,4.5,8,9,H
Newcastle,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.6,3.2,2.8,2.6,3.2,2.75,2.6,3.2,2.75,0,A
WestHam,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.3,3.25,2.2,3.3,3.3,2.25,3.2,3.3,5,H
Liverpool,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.8,3.2,2.6,2.88,3.2,2.5,2.88,3.2,2.5,-1,H
Wolves,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,3.3,2.38,3.1,3.3,2.3,2.9,3.25,2.45,-2,D
Blackpool,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10,5.5,1.3,9,5,1.33,9,5.5,1.3,-15,A
Everton,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.53,4,6.5,1.57,3.75,6,1.57,3.6,6.5,9,D
AstonVilla,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.5,4.5,1.8,3.5,4.5,1.91,3.5,4,-1,A
Blackburn,Blackpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.8,3.6,4.5,1.8,3.5,4.5,1.83,3.8,4,4,D
Everton,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.25,4,1.91,3.4,4,2.05,3.25,3.8,1,H
ManUnited,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.36,4.75,9,1.33,5,9,1.4,4.6,7.5,4,H
Stoke,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.25,3.4,2.2,3.3,3.3,2.25,3.2,3.3,-6,H
Tottenham,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.57,4,6,1.57,3.75,6,1.57,4,5.5,-5,D
WestBrom,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,3.6,1.73,4.5,3.75,1.73,4.2,3.75,1.8,-8,D
Wigan,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2.1,3.3,3.5,2.1,3.25,3.6,-3,H
Chelsea,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.62,3.75,6,1.67,3.5,5.5,1.62,3.6,6,6,H
Sunderland,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.63,3.2,2.75,2.62,3.3,2.62,2.62,3.1,2.8,-9,A
Arsenal,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.25,6,11,1.25,5.5,12,1.25,5.5,12,10,D
Birmingham,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.25,2.88,2.5,3.3,2.8,2.6,3.25,2.7,-5,H
Everton,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.6,4.33,1.91,3.4,4,1.83,3.6,4.2,5,D
Newcastle,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.95,3.4,4,1.91,3.4,4,1.95,3.5,3.8,-7,H
Stoke,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.5,3.6,1.67,5.5,3.5,1.67,5.5,3.3,1.73,-6,D
WestBrom,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,3.3,2.38,3.1,3.25,2.3,3,3.2,2.4,-6,H
WestHam,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.5,3.6,1.8,4.5,3.5,1.8,4.2,3.6,1.83,4,A
Wigan,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,3.25,2.4,3,3.25,2.38,2.9,3.3,2.38,-4,D
Fulham,Blackpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.53,4.2,6,1.57,4,5.5,1.57,3.75,6,7,H
ManCity,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.5,4,7,1.5,4,7,1.53,4,6,9,H
Blackburn,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.3,4,2,3.4,3.75,2.05,3.1,4,-2,D
Bolton,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.25,3.4,2,3.4,3.75,2.25,3.2,3.2,-2,H
Chelsea,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.2,6,17,1.2,6.5,13,1.25,5,15,7,H
ManUnited,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.33,7.5,1.44,4.33,7,1.5,3.75,7.5,2,H
Sunderland,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.2,3.5,2.1,3.3,3.5,2.3,3.2,3.2,-14,A
Tottenham,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.6,5,1.8,3.5,4.5,1.8,3.25,5,1,H
Wolves,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.6,3.25,2.8,2.5,3.3,2.8,2.62,3,2.9,-2,A
AstonVilla,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.6,4.33,1.83,3.5,4.33,1.83,3.6,4.2,1,H
Blackpool,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8.5,5,1.36,6.5,4.5,1.44,7,5,1.4,-10,A
Liverpool,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.6,3.2,2.8,2.4,3.3,2.9,2.5,3.2,2.88,-4,H
Birmingham,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.2,3.4,2.2,3.2,3.4,2.3,3.1,3.3,7,H
Blackpool,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.3,3.5,3,2.3,3.5,2.88,2.3,3.3,3.1,-4,A
Everton,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.67,3.75,5.5,1.67,3.75,5,1.73,3.3,5.5,11,H
WestBrom,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.5,3.6,1.7,5,3.5,1.73,5.5,3.3,1.73,-2,A
WestHam,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.3,3.25,2.3,3.3,3.1,2.38,3.2,3,-2,A
Arsenal,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.6,5,1.73,3.5,5,1.8,3.1,5.5,1,D
Newcastle,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.5,3.6,1.67,5,3.75,1.67,5,3.6,1.7,-7,D
Chelsea,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.2,6.5,15,1.22,6,12,1.22,6,13,8,H
Tottenham,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.88,3.4,2.4,2.62,3.4,2.6,2.8,3.3,2.5,-3,D
AstonVilla,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.8,3.6,4.5,1.8,3.5,4.5,1.91,3.5,4,4,D
Blackpool,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.88,3.5,2.38,2.75,3.5,2.4,2.8,3.3,2.5,-10,D
Chelsea,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.2,6.5,15,1.22,6,13,1.25,5.5,12,10,H
Liverpool,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.33,7.5,1.5,4,7,1.5,3.75,8,4,H
ManUnited,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.33,7.5,1.44,4.2,7.5,1.5,3.75,8,-5,H
Sunderland,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.25,3.75,2.1,3.3,3.5,2.15,3.2,3.5,-9,H
Tottenham,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.57,4,6,1.57,4,5.5,1.62,3.6,6,-3,D
Wolves,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.25,2.88,2.38,3.3,2.9,2.5,3.2,2.9,-2,D
Bolton,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.5,3.8,1.75,4.5,3.75,1.73,4.5,3.5,1.8,2,H
Blackburn,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.6,3.3,2.1,3.75,3.4,2,3.5,3.2,2.15,-6,A
Stoke,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.8,3.4,5,1.83,3.5,4.33,1.83,3.5,4.33,1,H
Fulham,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.8,3.5,4.75,1.83,3.5,4.33,1.83,3.5,4.33,-2,H
Blackburn,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.5,4,2,3.5,3.6,2.05,3.4,3.6,-4,H
Blackpool,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.63,3.4,2.63,2.7,3.4,2.5,2.62,3.6,2.5,-12,D
Chelsea,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.33,7.5,1.53,4,6,1.5,4.2,6.5,9,H
Sunderland,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.6,3.2,2.8,2.6,3.2,2.75,2.6,3,2.9,-12,A
WestBrom,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.38,3.3,3,2.3,3.3,3.1,2.25,3.4,3.1,2,H
Wigan,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.8,3.25,2.6,2.8,3.3,2.5,2.75,3.2,2.6,-6,D
Arsenal,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.25,2.88,2.62,3.3,2.62,2.45,3.25,2.9,-3,H
Birmingham,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2.2,3.3,3.3,2.15,3.25,3.5,3,D
Liverpool,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.33,7.5,1.4,4.5,7.5,1.5,4.2,6.5,14,H
ManCity,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.4,4.5,9,1.44,4.33,7,1.4,4.75,7.5,8,H
AstonVilla,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.8,3.6,4.5,1.83,3.5,4.33,1.75,3.75,4.5,0,D
Bolton,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.5,4.5,1.8,3.5,4.5,1.83,3.4,4.5,9,A
Everton,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.7,3.2,2.7,2.8,3.3,2.5,2.8,3,2.7,2,H
Newcastle,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.4,4.2,1.91,3.4,4,2,3.2,4,-1,H
Tottenham,Blackpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.3,5.5,10,1.33,5,9,1.33,5,9,7,D
WestHam,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.95,3.6,3.8,1.91,3.4,4,2.05,3.4,3.6,-8,D
ManUnited,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.38,3.25,3.1,2.38,3.25,3,2.4,3,3.25,-4,H
Stoke,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.5,3.75,1.67,5,3.75,1.67,5,3.5,1.73,4,H
Wolves,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.4,3.5,2.2,3.3,3.3,2.2,3.2,3.4,-9,H
Fulham,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.88,3.25,2.5,2.8,3.3,2.5,2.8,3.2,2.5,-6,A
ManCity,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.4,4.2,1.91,3.4,4,1.95,3.3,4,1,H
Blackburn,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,3.6,1.73,5,3.75,1.67,5,3.4,1.75,-7,D
Blackpool,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.4,3.25,2.2,3.5,3.1,2.2,3.5,3.1,-5,H
Sunderland,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.25,2.88,2.62,3.3,2.62,2.5,3.3,2.75,-1,A
WestBrom,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.63,3.25,2.75,2.62,3.3,2.62,2.7,3.1,2.7,-6,H
Arsenal,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.36,5,8.5,1.36,5,8,1.4,4.5,8,-1,A
Birmingham,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.25,3.4,2.2,3.3,3.3,2.3,3.1,3.3,-10,A
Chelsea,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.25,6,11,1.22,6.5,11,1.25,5,15,8,D
Liverpool,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.8,4.75,1.73,3.75,4.5,1.8,3.5,4.5,14,A
Wigan,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.4,3.5,2.2,3.4,3.2,2.15,3.3,3.4,9,H
ManCity,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.36,4.75,9,1.4,4.5,8,1.4,4.33,8.5,0,H
AstonVilla,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.2,3.4,2.25,3,3.25,2.38,2.62,3.2,2.3,-10,H
Bolton,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,3.75,1.7,5,3.75,1.67,4.33,3.5,1.73,-4,A
Everton,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.1,3.25,2.38,3.1,3.3,2.3,2.62,3.2,2.3,-3,H
Fulham,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.75,3.6,1.95,3.6,3.5,2,3.5,3.4,1.95,6,D
ManUnited,Blackpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.6,4,5.5,1.53,4.33,5.5,1.57,3.8,5,6,H
Newcastle,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.5,3.75,2,3.5,3.6,1.91,3.3,3.3,-2,D
Stoke,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.75,3.6,2.4,2.88,3.4,2.38,2.7,3.2,2.3,1,A
Tottenham,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.53,4,6.5,1.57,4,5.5,1.53,3.6,5,8,H
WestHam,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.5,3.75,2,3.4,3.75,1.95,3.3,3.25,-4,A
