% 1. Title: Premiership Data 2013 Season

% 2. Source: http://www.football-data.co.uk/data.php



@relation Premiership2013
@attribute 'HomeTeam' { Arsenal, AstonVilla, Birmingham, Blackburn, Blackpool, Bolton, Burnley, Chelsea, Derby, Everton, Fulham, Hull, Liverpool, ManCity, ManUnited, Middlesbrough, Newcastle, Norwich, NottinghamForest, Portsmouth, QPR, Reading, Southampton, Stoke, Sunderland, Swansea, Tottenham, WestBrom, WestHam, Wigan, Wolves }
@attribute 'AwayTeam' { Arsenal, AstonVilla, Birmingham, Blackburn, Blackpool, Bolton, Burnley, Chelsea, Derby, Everton, Fulham, Hull, Liverpool, ManCity, ManUnited, Middlesbrough, Newcastle, Norwich, NottinghamForest, Portsmouth, QPR, Reading, Southampton, Stoke, Sunderland, Swansea, Tottenham, WestBrom, WestHam, Wigan, Wolves }
@attribute 'FullTimeHomeTeamGoals' numeric
@attribute 'FullTimeAwayTeamGoals' numeric
@attribute 'HalfTimeHomeTeamGoals' numeric
@attribute 'HalfTimeAwayTeamGoals' numeric
@attribute 'HomeTeamShots' numeric
@attribute 'AwayTeamShots' numeric
@attribute 'HomeTeamShotsOnTarget' numeric
@attribute 'AwayTeamShotsOnTarget' numeric
@attribute 'HomeTeamFoulsCommitted' numeric
@attribute 'AwayTeamFoulsCommitted' numeric
@attribute 'HomeTeamCorners' numeric
@attribute 'AwayTeamCorners' numeric
@attribute 'HomeTeamYellowCards' numeric
@attribute 'AwayTeamYellowCards' numeric
@attribute 'HomeTeamRedCards' numeric
@attribute 'AwayTeamRedCards' numeric
@attribute 'Bet365HomeWinOdds' numeric
@attribute 'Bet365DrawOdds' numeric
@attribute 'Bet365AwayWinOdds' numeric
@attribute 'WilliamHillHomeWinOdds' numeric
@attribute 'WilliamHillDrawOdds' numeric
@attribute 'WilliamHillAwayWinOdds' numeric
@attribute 'class' { D,H,A }
@data
Arsenal,Wigan,1,2,1,2,18,12,8,7,15,13,9,3,2,3,0,0,1.25,6,12,1.29,5,11,A
Arsenal,Chelsea,0,0,0,0,13,13,8,7,11,11,7,7,3,4,0,0,2,3.6,3.6,2,3.5,3.6,D
AstonVilla,Sunderland,0,0,0,0,12,10,7,5,11,8,8,5,0,2,0,1,2.3,3.3,3.2,2.4,3.2,3,D
Blackburn,Norwich,2,0,1,0,9,12,6,5,8,13,9,7,1,1,0,0,2.1,3.4,3.5,2.1,3.4,3.4,H
Bolton,Swansea,1,1,1,1,7,20,5,12,19,7,8,10,2,1,0,0,2.2,3.3,3.4,2.25,3.4,3.1,D
Fulham,Wigan,2,1,0,0,15,9,9,5,11,16,4,0,1,2,0,0,1.91,3.6,4,1.91,3.5,4,H
Newcastle,Stoke,3,0,2,0,16,7,11,2,8,10,4,5,0,2,0,0,1.67,3.75,5.5,1.7,3.6,5,H
QPR,Tottenham,1,0,1,0,12,17,5,8,13,10,4,13,4,0,1,0,4,3.6,1.91,3.8,3.5,1.95,H
Liverpool,WestBrom,0,1,0,0,28,9,12,4,10,8,15,3,2,0,0,0,1.44,4.33,7.5,1.44,4.2,7.5,A
ManUnited,Everton,4,4,1,1,20,17,11,10,8,11,5,2,1,2,0,0,1.3,5,11,1.3,5,11,D
Wolves,ManCity,0,2,0,1,7,17,4,9,6,10,7,4,0,1,0,0,12,6.5,1.22,12,6,1.22,A
AstonVilla,Bolton,1,2,0,0,17,12,6,11,9,16,9,6,1,2,0,0,1.91,3.5,4,1.91,3.4,4,A
Everton,Fulham,4,0,3,0,11,6,7,5,13,8,3,5,1,1,0,0,1.83,3.5,4.5,1.8,3.5,4.6,H
Norwich,Liverpool,0,3,0,2,8,15,3,9,9,4,5,7,4,0,0,0,3.8,3.4,2,3.6,3.5,2,A
Stoke,Arsenal,1,1,1,1,6,17,4,10,8,10,2,6,1,2,0,0,4.33,3.6,1.83,4,3.5,1.91,D
Sunderland,Bolton,2,2,1,1,12,16,6,9,8,16,7,5,1,0,0,0,2,3.5,3.75,1.91,3.4,4,D
Swansea,Wolves,4,4,4,2,10,15,8,9,8,8,2,6,2,1,0,0,1.53,4,6.5,1.53,4,6,D
WestBrom,AstonVilla,0,0,0,0,13,8,7,5,14,16,10,3,0,4,0,0,2.1,3.4,3.5,2.1,3.4,3.4,D
Wigan,Newcastle,4,0,4,0,10,11,8,3,14,12,4,1,2,1,0,0,2.8,3.4,2.5,2.8,3.3,2.5,H
Chelsea,QPR,6,1,4,0,25,11,18,7,9,8,8,5,0,1,0,0,1.4,4.5,8.5,1.33,5,8.5,H
Tottenham,Blackburn,2,0,1,0,19,0,8,0,5,14,6,1,0,0,0,0,1.36,5,8,1.4,5,6.5,H
ManCity,ManUnited,1,0,1,0,12,4,5,2,11,14,8,8,3,2,0,0,2.1,3.5,3.4,2.2,3.3,3.25,H
Liverpool,Fulham,0,1,0,1,18,7,5,4,11,7,5,4,0,0,0,0,1.62,4,5.5,1.6,4,5.5,A
Stoke,Everton,1,1,0,1,10,11,5,4,6,14,4,6,2,1,0,0,2.75,3.25,2.6,2.75,3.2,2.6,D
Bolton,Tottenham,1,4,0,1,14,13,8,10,6,9,4,7,2,1,0,0,4,3.6,1.91,4,3.75,1.85,A
Chelsea,Newcastle,0,2,0,1,17,12,6,6,9,5,4,4,0,3,0,0,1.5,4.33,6.5,1.53,4,6,A
Arsenal,Norwich,3,3,1,2,20,12,13,6,8,15,6,1,2,3,0,0,1.22,6.5,12,1.25,5,15,D
AstonVilla,Tottenham,1,1,1,0,4,21,2,10,10,8,4,19,1,2,0,1,4.2,3.75,1.83,4.33,3.2,1.91,D
Bolton,WestBrom,2,2,1,0,11,17,6,13,14,8,4,4,1,4,0,0,2,3.5,3.75,2.1,3.1,3.75,D
Fulham,Sunderland,2,1,2,1,20,12,15,7,9,13,8,2,0,0,0,0,1.83,3.6,4.33,1.91,3.2,4.33,H
ManUnited,Swansea,2,0,2,0,26,13,18,9,12,6,16,3,1,0,0,0,1.17,7,17,1.2,5.5,19,H
Newcastle,ManCity,0,2,0,0,14,19,9,12,12,7,2,6,4,3,0,0,5,4,1.67,4.5,3.75,1.73,A
QPR,Stoke,1,0,0,0,21,8,12,1,11,14,7,3,0,0,0,0,1.83,3.75,4.2,1.91,3.2,4.33,H
Wolves,Everton,0,0,0,0,7,18,1,10,7,10,3,7,0,0,0,0,5,3.75,1.7,5,3.5,1.73,D
Blackburn,Wigan,0,1,0,0,12,19,7,9,14,12,5,6,2,1,0,0,2.4,3.5,2.88,2.5,3.1,2.9,A
Liverpool,Chelsea,4,1,3,0,23,9,13,5,15,13,7,4,2,4,0,0,2.1,3.5,3.4,2.15,3.2,3.5,H
Chelsea,Blackburn,2,1,2,0,18,8,6,5,13,4,8,2,1,0,0,0,1.3,5.5,10,1.3,5,11,H
Everton,Newcastle,3,1,2,0,17,11,11,5,15,16,4,3,2,1,0,0,2.2,3.5,3.2,2.2,3.3,3.3,H
ManCity,QPR,3,2,1,0,35,3,24,3,4,6,19,0,1,1,0,1,1.13,9,19,1.14,7,21,H
Norwich,AstonVilla,2,0,2,0,21,9,12,5,6,10,9,6,1,2,0,0,2.2,3.4,3.25,2.25,3.2,3.3,H
Stoke,Bolton,2,2,1,2,12,20,8,8,10,5,5,9,1,1,0,0,2.38,3.5,2.88,2.4,3.3,2.9,D
Sunderland,ManUnited,0,1,0,1,6,17,5,9,14,11,1,9,3,3,0,0,7,4.5,1.44,7,4.33,1.44,A
Swansea,Liverpool,1,0,0,0,13,14,8,9,5,5,6,5,1,1,0,0,3.4,3.5,2.1,3.4,3.3,2.15,H
Tottenham,Fulham,2,0,1,0,15,10,9,7,8,12,9,3,0,2,0,0,1.4,4.5,8.5,1.4,4.2,9,H
WestBrom,Arsenal,2,3,2,2,12,12,8,8,12,10,9,5,0,1,0,0,5,4,1.67,5,3.6,1.7,A
Wigan,Wolves,3,2,2,1,14,10,10,7,15,9,9,2,1,2,0,0,1.57,4,6,1.62,3.6,6,H
AstonVilla,WestHam,3,0,2,0,23,12,11,2,15,15,16,7,1,2,0,0,2,3.3,4,1.91,3.25,4.33,H
Blackburn,Everton,1,0,1,0,7,17,2,12,19,14,1,3,2,1,0,0,2.88,3.25,2.5,2.88,3.2,2.5,H
Bolton,Fulham,0,0,0,0,13,12,9,7,12,13,4,8,1,3,0,0,2.2,3.3,3.4,2.15,3.2,3.5,D
Chelsea,WestBrom,6,0,2,0,18,10,13,4,10,10,3,1,1,0,0,0,1.17,7,17,1.17,6.5,19,H
Sunderland,Birmingham,2,2,1,0,6,13,2,7,13,10,3,6,3,3,1,0,2.1,3.3,3.6,2.15,3.2,3.5,D
Tottenham,ManCity,0,0,0,0,22,11,18,7,13,16,10,3,0,2,0,0,2.4,3.3,3,2.38,3.25,3,D
Wigan,Blackpool,0,4,0,3,11,9,6,7,8,11,6,4,1,1,0,0,1.83,3.5,4.5,1.75,3.4,5,A
Wolves,Stoke,2,1,2,0,13,10,7,6,17,13,5,5,0,2,0,0,2.3,3.25,3.2,2.3,3.2,3.2,H
Liverpool,Arsenal,1,1,0,0,7,14,4,7,13,15,9,11,1,3,1,1,2.5,3.25,2.88,2.5,3.2,2.88,D
ManUnited,Newcastle,3,0,2,0,18,7,10,3,9,5,5,3,2,2,0,0,1.25,5.5,15,1.22,6,13,H
Arsenal,Blackpool,6,0,3,0,26,3,16,1,9,3,8,2,0,0,0,1,1.17,7,19,1.17,7,17,H
Birmingham,Blackburn,2,1,0,0,10,7,7,2,13,14,4,12,2,3,0,0,2.2,3.25,3.4,2.3,3.2,3.1,H
Everton,Wolves,1,1,1,0,14,9,6,4,18,15,3,3,1,2,0,0,1.5,4,7,1.5,3.75,7.5,D
Stoke,Tottenham,1,2,1,2,15,7,10,6,15,4,6,2,3,1,0,0,3.4,3.3,2.2,3.3,3.2,2.25,A
WestBrom,Sunderland,1,0,0,0,11,10,5,4,16,12,4,6,2,2,0,0,2.5,3.25,2.88,2.5,3.1,2.9,H
WestHam,Bolton,1,3,0,0,17,12,10,8,11,18,8,5,2,4,0,0,2.25,3.3,3.25,2.25,3.2,3.3,A
Wigan,Chelsea,0,6,0,1,17,10,12,8,12,7,0,0,1,2,0,0,15,6,1.22,12,5.5,1.25,A
Fulham,ManUnited,2,2,0,1,16,14,8,7,7,6,5,11,2,2,0,0,6,4,1.57,6,3.6,1.62,D
Newcastle,AstonVilla,6,0,3,0,20,3,14,1,15,12,10,2,3,1,0,0,3.2,3.25,2.3,3.1,3.1,2.4,H
ManCity,Liverpool,3,0,1,0,8,13,3,7,13,12,5,4,1,1,0,0,2.38,3.25,3.1,2.4,3.1,3.1,H
Blackburn,Arsenal,1,2,1,1,15,14,7,9,9,7,4,8,1,0,0,0,6,4,1.57,6,3.8,1.57,A
Blackpool,Fulham,2,2,0,1,14,12,5,7,13,16,4,5,1,0,0,0,3.2,3.25,2.3,3.2,3.2,2.3,D
Chelsea,Stoke,2,0,1,0,15,9,6,3,5,10,6,1,0,2,0,0,1.11,9,23,1.1,9.5,21,H
ManUnited,WestHam,3,0,1,0,18,7,11,2,6,11,9,3,1,2,0,0,1.14,8,19,1.12,8,21,H
Tottenham,Wigan,0,1,0,0,12,13,7,5,10,11,16,7,3,2,0,0,1.25,5.75,13,1.25,5.5,12,A
Wolves,Newcastle,1,1,1,0,5,11,2,6,20,17,5,3,7,4,0,0,2.4,3.2,3.1,2.4,3.2,3,D
AstonVilla,Everton,1,0,1,0,12,15,6,9,19,10,4,16,4,0,0,0,2.5,3.25,2.88,2.5,3.2,2.88,H
Bolton,Birmingham,2,2,0,1,11,9,8,5,19,17,6,1,2,3,1,0,2.1,3.3,3.6,2.1,3.2,3.6,D
Liverpool,WestBrom,1,0,0,0,11,14,7,5,9,8,7,6,0,0,0,1,1.22,6,15,1.2,6,15,H
Sunderland,ManCity,1,0,0,0,12,9,4,7,5,9,3,7,0,3,0,0,4.5,3.5,1.83,4.2,3.5,1.83,H
Arsenal,Bolton,4,1,1,1,23,7,14,6,11,11,9,6,2,2,0,1,1.25,5.5,13,1.2,6,15,H
Everton,ManUnited,3,3,1,1,23,13,14,8,11,18,7,5,1,1,0,0,4.2,3.4,1.91,4.2,3.3,1.91,D
Fulham,Wolves,2,1,0,1,13,4,6,2,9,17,6,6,3,6,0,1,1.83,3.5,4.5,1.83,3.4,4.5,H
ManCity,Blackburn,1,1,0,1,20,4,14,2,12,10,14,2,2,1,0,0,1.33,5,10,1.33,5,9,D
Newcastle,Blackpool,0,2,0,1,16,7,13,4,15,14,3,2,2,3,0,0,1.57,4,6,1.57,4,5.5,A
WestBrom,Tottenham,1,1,1,1,15,16,8,9,12,9,9,4,2,1,0,0,3.75,3.25,2.1,3.5,3.4,2.05,D
WestHam,Chelsea,1,3,0,2,13,17,7,9,13,10,1,5,2,2,0,0,10,5,1.33,9,5,1.33,A
Wigan,Sunderland,1,1,0,0,17,4,4,2,19,11,5,1,4,2,0,1,2.5,3.25,2.88,2.5,3.25,2.8,D
Birmingham,Liverpool,0,0,0,0,15,14,3,8,8,9,4,3,1,0,0,0,3.1,3.2,2.4,3.3,3.25,2.2,D
Stoke,AstonVilla,2,1,0,1,20,10,12,6,11,14,8,7,1,2,0,0,2.5,3.25,2.88,2.5,3.25,2.8,H
AstonVilla,Bolton,1,1,1,1,13,13,6,7,15,8,8,4,1,2,0,0,1.8,3.6,4.5,1.8,3.5,4.5,D
Blackburn,Fulham,1,1,1,0,9,9,5,4,15,10,3,3,0,1,0,0,2,3.3,4,2.05,3.3,3.6,D
Everton,Newcastle,0,1,0,1,6,9,3,4,15,21,3,6,2,3,0,0,1.62,3.75,6,1.62,3.75,5.5,A
Stoke,WestHam,1,1,0,1,9,13,3,6,14,8,6,3,3,2,0,0,1.91,3.4,4.2,1.95,3.3,4,D
Sunderland,Arsenal,1,1,0,1,16,16,5,7,11,13,11,3,2,2,0,1,5.5,3.7,1.67,5.5,3.5,1.67,D
Tottenham,Wolves,3,1,0,1,20,5,11,2,7,11,5,4,3,3,0,0,1.4,4.5,8.5,1.44,4.2,8.5,H
WestBrom,Birmingham,3,1,0,1,16,6,10,3,11,8,5,0,1,1,0,0,2.25,3.3,3.25,2.25,3.25,3.2,H
Chelsea,Blackpool,4,0,4,0,27,11,15,4,7,4,9,6,1,2,0,0,1.1,9,26,1.1,9,21,H
ManUnited,Liverpool,3,2,1,0,16,7,7,1,15,10,6,1,4,1,0,0,1.7,3.5,5.5,1.67,3.5,5.5,H
Wigan,ManCity,0,2,0,1,9,11,3,5,10,14,3,1,1,2,0,0,5,3.6,1.73,4.8,3.6,1.73,A
Arsenal,WestBrom,2,3,0,0,24,7,12,5,15,14,16,4,4,3,0,0,1.22,6,15,1.22,6,13,A
Birmingham,Wigan,0,0,0,0,10,17,4,10,12,18,3,7,2,3,1,0,1.83,3.5,4.5,1.83,3.4,4.5,D
Blackpool,Blackburn,1,2,0,1,11,13,8,8,12,11,8,8,2,1,0,0,3.2,3.25,2.3,3,3.2,2.38,A
Fulham,Everton,0,0,0,0,12,15,2,7,15,13,4,5,2,1,0,0,2.75,3.2,2.63,2.7,3.1,2.7,D
Liverpool,Sunderland,2,2,1,1,13,10,5,1,15,7,3,3,3,1,0,0,1.44,4.33,7.5,1.44,4.2,7.5,D
ManCity,Chelsea,1,0,0,0,8,15,6,4,10,12,3,4,2,3,0,0,3.6,3.3,2.1,3.4,3.2,2.2,H
WestHam,Tottenham,1,0,1,0,22,17,15,11,10,11,14,7,2,0,0,0,3.5,3.4,2.1,3.4,3.4,2.1,H
Bolton,ManUnited,2,2,1,1,15,12,9,6,16,18,7,12,1,2,0,0,7.5,4,1.5,7,4,1.5,D
Newcastle,Stoke,1,2,1,0,11,8,7,2,8,11,3,4,0,1,0,0,1.91,3.4,4.2,1.95,3.4,4,A
Wolves,AstonVilla,1,2,0,1,14,10,12,8,15,19,5,4,1,2,0,0,2.88,3.25,2.5,2.8,3.1,2.6,A
Birmingham,Everton,0,2,0,0,6,11,3,6,5,11,6,5,0,0,0,0,2.88,3.1,2.63,2.7,3.1,2.7,A
Stoke,Blackburn,1,0,0,0,18,7,11,4,8,13,8,6,2,3,0,0,2.25,3.2,3.4,2.3,3.2,3.2,H
Sunderland,ManUnited,0,0,0,0,14,10,8,4,10,6,10,4,1,2,0,0,5,3.5,1.75,5,3.5,1.73,D
Tottenham,AstonVilla,2,1,1,1,19,13,10,4,12,19,10,4,1,3,0,0,1.91,3.5,4,1.95,3.4,3.8,H
WestBrom,Bolton,1,1,0,0,17,10,9,5,8,10,7,4,3,2,0,0,2.1,3.25,3.75,2.2,3.2,3.4,D
WestHam,Fulham,1,1,0,1,12,17,5,5,15,8,2,3,3,1,0,0,2.25,3.25,3.3,2.38,3.2,3,D
Wigan,Wolves,2,0,0,0,24,2,17,0,9,12,3,3,1,2,0,1,2.25,3.25,3.3,2.25,3.2,3.3,H
Chelsea,Arsenal,2,0,1,0,11,13,6,5,7,12,10,10,1,1,0,0,1.73,3.6,5,1.73,3.75,4.5,H
Liverpool,Blackpool,1,2,0,2,19,11,10,7,11,10,5,2,2,1,0,0,1.33,5,10,1.3,5,11,A
ManCity,Newcastle,2,1,1,1,9,8,5,4,11,13,4,4,3,2,0,0,1.44,4,8.5,1.4,4.5,8,H
Arsenal,Birmingham,2,1,1,1,18,6,13,4,16,9,7,3,2,2,1,0,1.29,5.5,11,1.33,4.75,10,H
AstonVilla,Chelsea,0,0,0,0,11,13,5,6,11,11,9,5,4,3,0,0,5,3.6,1.73,5,3.5,1.73,D
Bolton,Stoke,2,1,1,0,11,8,6,3,10,8,5,6,2,2,1,0,2.2,3.2,3.5,2.25,3.2,3.3,H
Fulham,Tottenham,1,2,1,1,11,14,5,6,9,10,4,11,1,1,0,0,2.88,3.25,2.5,2.88,3.2,2.5,A
ManUnited,WestBrom,2,2,2,0,16,7,9,2,10,7,3,2,1,2,0,0,1.25,5.75,12,1.29,5,11,D
Newcastle,Wigan,2,2,0,2,9,8,4,4,13,14,6,3,2,1,0,0,1.83,3.5,4.5,1.83,3.4,4.5,D
Wolves,WestHam,1,1,1,0,9,9,5,7,10,8,8,3,0,1,0,0,2.25,3.2,3.4,2.25,3.25,3.2,D
Blackpool,ManCity,2,3,0,0,16,13,5,8,9,9,3,9,0,2,0,0,5.5,4,1.62,5.5,3.75,1.62,A
Everton,Liverpool,2,0,1,0,9,15,6,9,10,9,8,7,2,2,0,0,2.4,3.25,3,2.4,3.2,3,H
Blackburn,Sunderland,0,0,0,0,9,16,3,7,12,11,5,3,2,1,1,0,2.1,3.3,3.6,2.15,3.25,3.4,D
Birmingham,Blackpool,2,0,1,0,17,14,8,6,8,16,9,10,1,1,0,0,1.83,3.6,4.33,1.91,3.4,4,H
Chelsea,Wolves,2,0,1,0,17,12,10,9,8,8,8,8,1,2,0,0,1.13,8.5,19,1.14,7,21,H
Sunderland,AstonVilla,1,0,1,0,13,11,6,7,11,13,4,11,1,2,0,0,2.4,3.25,3,2.4,3.1,3.1,H
Tottenham,Everton,1,1,1,1,13,7,8,3,15,14,4,4,3,1,0,0,2.1,3.25,3.75,2.05,3.2,3.8,D
WestBrom,Fulham,2,1,2,1,14,9,7,3,3,8,7,5,0,0,0,0,2.2,3.25,3.4,2.2,3.2,3.4,H
WestHam,Newcastle,1,2,1,1,5,13,1,8,12,6,2,6,0,0,0,0,2.38,3.25,3.1,2.4,3.2,3,A
Wigan,Bolton,1,1,0,0,15,9,9,2,8,14,5,0,0,2,0,0,2.38,3.25,3.1,2.5,3,3,D
Liverpool,Blackburn,2,1,0,0,17,4,10,2,17,12,15,4,2,3,0,0,1.67,3.6,5.5,1.67,3.5,5.5,H
ManCity,Arsenal,0,3,0,1,9,12,6,8,11,10,6,7,2,4,1,0,2.5,3.2,2.9,2.5,3,3,A
Stoke,ManUnited,1,2,0,1,6,12,2,5,6,13,5,6,2,2,0,0,5.5,3.75,1.67,5,3.5,1.73,A
Arsenal,WestHam,1,0,0,0,20,6,13,3,14,18,7,4,2,2,0,0,1.17,7,17,1.17,7,15,H
Blackburn,Chelsea,1,2,1,1,13,16,6,9,12,14,4,5,2,2,0,0,7.5,4.33,1.44,7.5,4.2,1.44,A
Everton,Stoke,1,0,0,0,18,9,10,1,16,14,6,2,1,1,0,0,1.57,3.75,6.5,1.57,3.5,7,H
Fulham,Wigan,2,0,2,0,15,8,9,3,7,12,7,1,0,0,0,0,1.91,3.4,4.2,1.83,3.4,4.5,H
ManUnited,Tottenham,2,0,1,0,18,11,10,5,12,10,1,4,0,3,0,0,1.57,4,6,1.62,3.75,5.5,H
Wolves,ManCity,2,1,1,1,10,17,6,9,5,14,5,7,1,2,0,0,5.5,3.4,1.73,5,3.5,1.73,H
AstonVilla,Birmingham,0,0,0,0,7,10,3,6,13,11,1,4,2,3,0,0,1.8,3.6,4.5,1.83,3.5,4.33,D
Bolton,Liverpool,0,1,0,0,14,10,10,4,15,13,1,4,2,2,0,0,3.4,3.25,2.2,3.2,3.3,2.25,A
Newcastle,Sunderland,5,1,3,0,16,11,12,5,8,18,8,6,3,6,0,1,2.2,3.2,3.5,2.15,3.3,3.4,H
Blackpool,WestBrom,2,1,1,0,21,12,8,5,16,13,8,2,2,3,0,2,2.9,3.25,2.5,2.75,3.3,2.5,H
Birmingham,WestHam,2,2,0,0,8,16,5,8,12,14,3,4,0,1,0,0,1.91,3.4,4.2,1.95,3.3,4,D
Blackburn,Wigan,2,1,0,0,10,16,3,10,16,15,3,6,0,2,0,0,1.8,3.6,4.5,1.83,3.4,4.5,H
Blackpool,Everton,2,2,1,1,11,20,8,14,14,12,3,7,2,1,0,0,4.5,3.6,1.8,4.5,3.4,1.83,D
Bolton,Tottenham,4,2,1,0,18,11,8,6,13,9,7,6,1,0,0,0,3,3.3,2.4,3,3,2.5,H
Fulham,AstonVilla,1,1,0,1,14,15,10,8,12,4,3,3,1,0,0,0,2.2,3.25,3.4,2.2,3.1,3.5,D
ManUnited,Wolves,2,1,1,0,14,8,10,6,6,11,3,2,1,0,0,0,1.22,6,15,1.25,5,15,H
Sunderland,Stoke,2,0,1,0,14,11,7,5,10,13,6,9,0,5,0,0,2.1,3.2,3.75,2.15,3.1,3.6,H
Arsenal,Newcastle,0,1,0,1,11,7,8,2,16,12,12,2,3,1,1,0,1.29,5.5,11,1.3,5,11,A
Liverpool,Chelsea,2,0,2,0,9,11,7,7,15,17,2,5,0,2,0,0,3.8,3.4,2,3.75,3.1,2.1,H
WestBrom,ManCity,0,2,0,2,13,9,7,5,15,16,6,1,3,4,1,1,3.6,3.3,2.1,3.5,3.2,2.15,A
Stoke,Birmingham,3,2,1,0,19,14,12,10,6,8,10,4,0,0,0,0,2.1,3.2,3.75,2.05,3.25,3.75,H
Tottenham,Sunderland,1,1,0,0,20,8,12,4,6,15,17,3,2,1,0,0,1.53,4,6.5,1.57,3.8,6,D
AstonVilla,Blackpool,3,2,1,1,19,12,12,6,7,10,11,8,2,3,0,0,1.62,3.75,6,1.62,3.75,5.5,H
Chelsea,Fulham,1,0,1,0,19,5,10,3,14,15,4,4,2,0,1,0,1.2,6.5,15,1.22,5.5,15,H
Everton,Bolton,1,1,0,0,23,10,12,5,8,12,15,10,0,3,1,0,1.62,3.75,6,1.62,3.75,5.5,D
ManCity,ManUnited,0,0,0,0,6,7,4,4,10,12,8,5,0,2,0,0,2.63,3.25,2.75,2.7,3.1,2.7,D
Newcastle,Blackburn,1,2,0,1,9,7,3,5,16,15,4,1,3,4,0,0,1.91,3.4,4.2,1.95,3.3,4,A
WestHam,WestBrom,2,2,1,1,8,14,5,6,13,5,6,7,3,0,0,0,2.3,3.25,3.2,2.38,3.3,2.9,D
Wigan,Liverpool,1,1,0,1,10,8,8,3,7,10,5,4,0,2,0,0,4.75,3.6,1.75,4.8,3.6,1.73,D
Wolves,Arsenal,0,2,0,1,14,12,7,8,7,14,5,2,1,2,0,0,5.5,3.6,1.67,6,3.75,1.57,A
AstonVilla,ManUnited,2,2,0,0,12,16,6,10,11,9,9,7,3,4,0,0,4.5,3.6,1.8,4.5,3.3,1.85,D
ManCity,Birmingham,0,0,0,0,21,5,11,3,15,11,6,4,2,0,0,0,1.4,4.5,8.5,1.44,4.33,7,D
Newcastle,Fulham,0,0,0,0,13,10,7,8,11,19,5,5,2,2,0,0,1.91,3.4,4.2,1.91,3.3,4.2,D
Stoke,Liverpool,2,0,0,0,14,10,7,6,14,10,4,3,2,3,0,1,3.75,3.25,2.1,3.6,3.1,2.15,H
Tottenham,Blackburn,4,2,2,0,20,12,12,8,11,11,12,6,2,2,0,0,1.57,3.8,6.5,1.62,3.6,6,H
WestHam,Blackpool,0,0,0,0,17,16,4,5,7,7,8,7,0,1,0,0,1.91,3.6,4,1.91,3.4,4,D
Wigan,WestBrom,1,0,0,0,13,12,4,6,13,13,5,5,1,1,0,0,2.5,3.25,2.88,2.6,3.25,2.7,H
Wolves,Bolton,2,3,0,1,10,13,6,7,10,10,12,3,1,0,0,0,2.4,3.1,3.2,2.4,3.2,3,A
Chelsea,Sunderland,0,3,0,1,14,19,7,9,9,13,6,3,1,2,0,0,1.22,5.75,15,1.22,5.5,15,A
Everton,Arsenal,1,2,0,1,14,13,7,8,15,14,9,2,2,2,0,0,3.4,3.3,2.2,3.3,3.2,2.25,A
Arsenal,Tottenham,2,3,2,0,12,10,7,6,17,16,2,6,3,1,0,0,1.62,4,5.5,1.62,4,5,A
Birmingham,Chelsea,1,0,1,0,1,24,1,9,9,2,4,14,2,0,0,0,5,3.6,1.73,4.4,3.6,1.8,H
Blackpool,Wolves,2,1,2,0,13,19,9,10,7,9,4,11,0,2,0,0,2.5,3.3,2.88,2.4,3.4,2.8,H
Bolton,Newcastle,5,1,2,0,18,6,9,1,13,9,2,3,0,2,0,1,2.1,3.3,3.6,2.1,3.5,3.25,H
Liverpool,WestHam,3,0,3,0,19,6,11,1,8,8,10,2,0,1,0,0,1.57,3.8,6.5,1.57,3.6,6.5,H
ManUnited,Wigan,2,0,1,0,17,10,12,4,10,14,11,1,0,2,0,2,1.22,6,15,1.22,5.5,15,H
WestBrom,Stoke,0,3,0,0,15,6,8,4,10,9,8,3,0,0,0,0,2.2,3.2,3.5,2.05,3.3,3.6,A
Blackburn,AstonVilla,2,0,1,0,14,16,5,11,15,10,5,8,0,1,0,0,2.3,3.25,3.25,2.3,3.1,3.2,H
Fulham,ManCity,1,4,0,3,9,11,3,8,13,16,7,7,2,1,0,0,3.2,3.1,2.4,3,3.25,2.38,A
Sunderland,Everton,2,2,1,1,13,10,8,8,5,7,4,4,0,2,0,0,2.6,3.2,2.8,2.62,3.1,2.8,D
AstonVilla,Arsenal,2,4,0,2,6,17,4,10,10,7,3,8,1,1,0,0,3.4,3.3,2.2,3.5,3.3,2.1,A
Bolton,Blackpool,2,2,0,1,24,16,14,10,8,14,4,4,2,2,0,0,1.57,4.2,5.5,1.62,3.6,6,D
Everton,WestBrom,1,4,1,2,12,7,4,3,11,18,2,2,1,3,1,1,1.57,3.8,6.5,1.62,3.6,6,A
Fulham,Birmingham,1,1,0,1,11,7,7,3,10,9,7,4,1,0,0,0,2,3.3,4,2.1,3.1,3.8,D
ManUnited,Blackburn,7,1,3,0,15,3,11,2,6,6,5,2,0,2,0,0,1.25,5.5,13,1.3,5,11,H
Stoke,ManCity,1,1,0,0,16,9,9,4,8,10,6,2,2,2,0,0,3.4,3.25,2.2,3.75,3.1,2.1,D
WestHam,Wigan,3,1,1,0,15,10,9,10,8,8,7,2,0,0,0,0,2,3.5,3.75,2.1,3.3,3.5,H
Wolves,Sunderland,3,2,0,0,14,15,8,9,11,10,11,5,2,3,0,0,2.6,3.2,2.8,2.5,3.1,2.9,H
Newcastle,Chelsea,1,1,1,1,5,17,3,13,9,11,6,7,2,1,0,0,5,3.6,1.73,5,3.3,1.8,D
